"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDR09",18.25,"Low Fat",0.07784544,"Snack Foods",260.5962,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3884.943,"train",14,"Food"
"FDO60",20,"Low Fat",0.0331,"Baking Goods",43.4086,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",401.4774,"train",4,"Food"
"FDX50",20.1,"Low Fat",0.07426582,"Dairy",109.5228,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3757.775,"train",28,"Food"
"FDR44",6.11,"Regular",0.1024225,"Fruits and Vegetables",131.4968,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1565.962,"train",28,"Food"
"FDD17",7.5,"Low Fat",0.0328115,"Frozen Foods",239.6906,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2614.597,"train",6,"Food"
"FDI60",7.22,"Regular",0.03847732,"Baking Goods",62.951,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1138.518,"train",4,"Food"
"FDH31",12,"Regular",0.02041116,"Meat",98.6042,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1091.246,"train",16,"Food"
"FDL50",12.15,"Regular",0.04255242,"Canned",123.5046,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1743.064,"train",6,"Food"
"FDO21",11.6,"Regular",0.009818244,"Snack Foods",223.1404,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5175.929,"train",6,"Food"
"FDW12",8.315,"Regular",0.03557218,"Baking Goods",144.4444,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2902.888,"train",16,"Food"
"FDT15",12.15,"Regular",0.04274788,"Meat",183.695,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2929.52,"train",14,"Food"
"FDV25",5.905,"Low Fat",0.04572322,"Canned",222.1456,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5747.186,"train",14,"Food"
"DRH13",8.575,"Low Fat",0.0239344,"Soft Drinks",105.828,"OUT045",2002,"Small","Tier 2","Supermarket Type1",958.752,"train",11,"Drinks"
"FDG21",17.35,"Regular",0.1465274,"Seafood",147.905,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2247.075,"train",14,"Food"
"NCI55",18.6,"Low Fat",0.01265117,"Household",123.1414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2314.987,"train",9,"Non-Consumable"
"NCO06",19.25,"Low Fat",0.1075073,"Household",34.8558,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",441.4254,"train",28,"Non-Consumable"
"FDR27",15.1,"Regular",0.09629533,"Meat",133.4942,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1457.436,"train",11,"Food"
"FDA22",7.435,"Low Fat",0.0815,"Starchy Foods",167.5158,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4345.011,"train",28,"Food"
"FDS03",7.825,"Low Fat",0.07961355,"Meat",65.0826,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1162.487,"train",9,"Food"
"FDZ12",9.17,"Low Fat",0.1033983,"Baking Goods",143.947,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2576.646,"train",4,"Food"
"FDJ20",20.7,"Regular",0.1676723,"Fruits and Vegetables",124.2388,"OUT010",1998,"Small","Tier 3","Grocery Store",247.6776,"train",15,"Food"
"FDV09",12.1,"Low Fat",0.02055146,"Snack Foods",146.6734,"OUT013",1987,"High","Tier 3","Supermarket Type1",2227.101,"train",26,"Food"
"FDW09",13.65,"Regular",0.02596112,"Snack Foods",80.4302,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",316.9208,"train",14,"Food"
"FDS36",8.38,"Regular",0.04696024,"Baking Goods",111.857,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2966.139,"train",14,"Food"
"FDY19",19.75,"Low Fat",0.04153344,"Fruits and Vegetables",119.8466,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2239.085,"train",4,"Food"
"DRC49",8.67,"Low Fat",0.06543658,"Soft Drinks",142.9128,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2013.379,"train",16,"Drinks"
"FDN12",15.6,"Low Fat",0.08126841,"Baking Goods",110.2544,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1789.67,"train",11,"Food"
"FDJ03",12.35,"Regular",0.07268982,"Dairy",48.7692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",788.3072,"train",4,"Food"
"FDC46",17.7,"Low Fat",0.1167237,"Snack Foods",182.4266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5163.945,"train",14,"Food"
"FDM02",12.5,"Regular",0.07403542,"Canned",87.9198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1133.857,"train",4,"Food"
"FDV20",20.2,"Regular",0.05975164,"Fruits and Vegetables",129.1678,"OUT013",1987,"High","Tier 3","Supermarket Type1",1017.342,"train",26,"Food"
"NCH07",13.15,"Low Fat",0.09285496,"Household",158.7604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3010.748,"train",11,"Non-Consumable"
"FDL28",10,"Regular",0.0553,"Frozen Foods",230.0668,"OUT019",1985,"Small","Tier 1","Grocery Store",691.1004,"train",28,"Food"
"FDJ46",11.1,"Low Fat",0.04460638,"Snack Foods",174.2054,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4377.635,"train",28,"Food"
"FDQ34",10.85,"Low Fat",0.1621076,"Snack Foods",106.3622,"OUT013",1987,"High","Tier 3","Supermarket Type1",2117.244,"train",26,"Food"
"NCD42",16.5,"Low Fat",0.0123,"Health and Hygiene",37.3506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1024.666,"train",28,"Non-Consumable"
"FDO34",17.7,"Low Fat",0.0300609,"Snack Foods",166.4816,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2013.379,"train",4,"Food"
"FDX60",14.35,"Low Fat",0.08105001,"Baking Goods",79.196,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1278.336,"train",6,"Food"
"FDZ28",20,"Regular",0.05178376,"Frozen Foods",125.8678,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3433.531,"train",6,"Food"
"FDT36",12.3,"Low Fat",0.0966,"Baking Goods",37.2874,"OUT013",1987,"High","Tier 3","Supermarket Type1",705.748,"train",26,"Food"
"FDL24",10.3,"Regular",0.02499801,"Baking Goods",174.4422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3448.844,"train",4,"Food"
"FDJ58",15.6,"Regular",0.1052084,"Snack Foods",170.5764,"OUT013",1987,"High","Tier 3","Supermarket Type1",4466.186,"train",26,"Food"
"FDY12",9.8,"Regular",0.1411838,"Baking Goods",50.5008,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",253.004,"train",4,"Food"
"FDP58",11.1,"Low Fat",0.1356928,"Snack Foods",220.0482,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2628.578,"train",4,"Food"
"FDC41",15.6,"Low Fat",0.1163471,"Frozen Foods",76.867,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2526.711,"train",28,"Food"
"FDY07",11.8,"Low Fat",0.1215006,"Fruits and Vegetables",46.8402,"OUT013",1987,"High","Tier 3","Supermarket Type1",413.4618,"train",26,"Food"
"FDN08",7.72,"Regular",0.08886449,"Fruits and Vegetables",119.3466,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3064.012,"train",6,"Food"
"FDJ53",10.5,"Low Fat",0.07091284,"Frozen Foods",121.5098,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2410.196,"train",28,"Food"
"FDX04",19.6,"Regular",0.04157156,"Frozen Foods",49.9376,"OUT046",1997,"Small","Tier 1","Supermarket Type1",623.1888,"train",16,"Food"
"FDZ19",6.425,"Low Fat",0.0934549,"Fruits and Vegetables",175.3712,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2988.11,"train",16,"Food"
"FDB45",20.85,"Low Fat",0.02132979,"Fruits and Vegetables",105.5306,"OUT046",1997,"Small","Tier 1","Supermarket Type1",940.7754,"train",16,"Food"
"NCF54",18,"Low Fat",0.07929947,"Household",170.5422,"OUT010",1998,"Small","Tier 3","Grocery Store",344.8844,"train",15,"Non-Consumable"
"FDX21",7.05,"Low Fat",0.08513833,"Snack Foods",108.6912,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1310.294,"train",11,"Food"
"FDA50",16.25,"Low Fat",0.08717514,"Dairy",98.341,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1351.574,"train",16,"Food"
"DRH39",20.7,"Low Fat",0.0932145,"Dairy",74.667,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2143.876,"train",6,"Drinks"
"FDA38",5.44,"Low Fat",0.02545872,"Dairy",241.2538,"OUT013",1987,"High","Tier 3","Supermarket Type1",3124.599,"train",26,"Food"
"NCP30",20.5,"Low Fat",0.03274142,"Household",40.4822,"OUT013",1987,"High","Tier 3","Supermarket Type1",589.233,"train",26,"Non-Consumable"
"FDW19",12.35,"Regular",0.03856028,"Fruits and Vegetables",109.857,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1208.427,"train",14,"Food"
"FDF41",12.15,"Low Fat",0.1305446,"Frozen Foods",248.046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7883.072,"train",28,"Food"
"DRF23",4.61,"Low Fat",0.1226291,"Hard Drinks",175.4396,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2616.594,"train",9,"Drinks"
"NCP14",8.275,"Low Fat",0.1109136,"Household",106.3306,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1254.367,"train",6,"Non-Consumable"
"FDK44",16.6,"Low Fat",0.1216356,"Fruits and Vegetables",175.4738,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2954.155,"train",28,"Food"
"DRA59",8.27,"Regular",0.1284491,"Soft Drinks",186.5924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4442.218,"train",4,"Drinks"
"FDC28",7.905,"Low Fat",0.05509843,"Frozen Foods",109.2254,"OUT045",2002,"Small","Tier 2","Supermarket Type1",976.7286,"train",11,"Food"
"NCO53",16.2,"Low Fat",0.1534,"Health and Hygiene",182.1608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3123.934,"train",14,"Non-Consumable"
"FDY55",16.75,"Low Fat",0.0543,"Fruits and Vegetables",258.3988,"OUT019",1985,"Small","Tier 1","Grocery Store",256.9988,"train",28,"Food"
"NCS54",13.6,"Low Fat",0.01001343,"Household",176.437,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4587.362,"train",11,"Non-Consumable"
"NCM07",9.395,"Low Fat",0.04018788,"Others",85.6908,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1593.925,"train",6,"Non-Consumable"
"FDQ19",7.35,"Regular",0.02404428,"Fruits and Vegetables",241.0512,"OUT010",1998,"Small","Tier 3","Grocery Store",242.3512,"train",15,"Food"
"FDS40",15.35,"Low Fat",0.01400773,"Frozen Foods",38.319,"OUT013",1987,"High","Tier 3","Supermarket Type1",292.952,"train",26,"Food"
"FDC14",14.5,"Regular",0.04121475,"Canned",42.0454,"OUT013",1987,"High","Tier 3","Supermarket Type1",629.181,"train",26,"Food"
"FDR12",12.6,"Regular",0.03166321,"Baking Goods",173.2764,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1030.658,"train",4,"Food"
"FDM60",10.8,"Regular",0.0454,"Baking Goods",39.3138,"OUT013",1987,"High","Tier 3","Supermarket Type1",1015.345,"train",26,"Food"
"FDG26",18.85,"Low Fat",0.04271616,"Canned",257.833,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3332.329,"train",14,"Food"
"NCL55",12.15,"Low Fat",0.06479182,"Others",254.004,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2277.036,"train",11,"Non-Consumable"
"FDO21",11.6,"Regular",0.009761175,"Snack Foods",226.9404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1800.323,"train",9,"Food"
"NCG18",15.3,"Low Fat",0.02295878,"Household",101.6332,"OUT013",1987,"High","Tier 3","Supermarket Type1",1845.598,"train",26,"Non-Consumable"
"FDA27",20.35,"Regular",0.03092763,"Dairy",256.8672,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3579.341,"train",16,"Food"
"DRG03",14.5,"Low Fat",0.1037528,"Dairy",155.1998,"OUT010",1998,"Small","Tier 3","Grocery Store",307.5996,"train",15,"Drinks"
"FDC22",6.89,"Regular",0.1364284,"Snack Foods",193.982,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1737.738,"train",16,"Food"
"FDC21",14.6,"Regular",0.07190426,"Fruits and Vegetables",106.8254,"OUT010",1998,"Small","Tier 3","Grocery Store",108.5254,"train",15,"Food"
"FDN50",16.85,"Regular",0.02662786,"Canned",93.712,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",745.696,"train",4,"Food"
"DRF27",8.93,"Low Fat",0.02839362,"Dairy",153.434,"OUT013",1987,"High","Tier 3","Supermarket Type1",1378.206,"train",26,"Drinks"
"FDW57",8.31,"Regular",0.1163317,"Snack Foods",176.9028,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3010.748,"train",6,"Food"
"FDM34",19,"Low Fat",0.1128934,"Snack Foods",131.0626,"OUT010",1998,"Small","Tier 3","Grocery Store",524.6504,"train",15,"Food"
"FDZ39",19.7,"Regular",0.01793748,"Meat",103.499,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1547.985,"train",28,"Food"
"FDU28",19.2,"Regular",0.1644389,"Frozen Foods",188.4214,"OUT019",1985,"Small","Tier 1","Grocery Store",376.8428,"train",28,"Food"
"FDQ27",5.19,"Regular",0.04425262,"Meat",102.599,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1651.184,"train",16,"Food"
"FDQ52",17,"Low Fat",0.1200603,"Frozen Foods",246.5434,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4470.181,"train",6,"Food"
"FDT51",11.65,"Regular",0.0109097,"Meat",110.8544,"OUT013",1987,"High","Tier 3","Supermarket Type1",1677.816,"train",26,"Food"
"NCI30",20.25,"Low Fat",0.05905505,"Household",247.346,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1970.768,"train",11,"Non-Consumable"
"NCX29",10,"Low Fat",0.1492231,"Health and Hygiene",145.8102,"OUT010",1998,"Small","Tier 3","Grocery Store",874.8612,"train",15,"Non-Consumable"
"FDX38",10.5,"Regular",0.08440426,"Dairy",49.5376,"OUT019",1985,"Small","Tier 1","Grocery Store",143.8128,"train",28,"Food"
"FDO08",11.1,"Regular",0.05407956,"Fruits and Vegetables",165.9526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2631.242,"train",6,"Food"
"FDM15",11.8,"Regular",0.05765549,"Meat",152.6366,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1662.503,"train",4,"Food"
"FDW22",9.695,"Regular",0.03041378,"Snack Foods",221.3114,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2217.114,"train",4,"Food"
"FDT08",13.65,"Low Fat",0.0494969,"Fruits and Vegetables",151.505,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2846.295,"train",6,"Food"
"FDS32",17.75,"Regular",0.02965391,"Fruits and Vegetables",140.5838,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2669.192,"train",16,"Food"
"NCI06",11.3,"Low Fat",0.04791207,"Household",179.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1258.362,"train",4,"Non-Consumable"
"FDR21",19.7,"Low Fat",0.06661132,"Snack Foods",178.237,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3705.177,"train",28,"Food"
"FDD05",19.35,"Low Fat",0.01661148,"Frozen Foods",122.0098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2651.216,"train",16,"Food"
"FDZ02",6.905,"Regular",0.03822479,"Dairy",99.8726,"OUT045",2002,"Small","Tier 2","Supermarket Type1",587.2356,"train",11,"Food"
"FDH47",13.5,"Regular",0.1290165,"Starchy Foods",98.4068,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1846.929,"train",14,"Food"
"FDM58",16.85,"Regular",0.08014117,"Snack Foods",111.4544,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2013.379,"train",6,"Food"
"FDG09",20.6,"Regular",0.0480335,"Fruits and Vegetables",188.2556,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3755.112,"train",11,"Food"
"FDO27",6.175,"Regular",0.1793559,"Meat",94.1752,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",575.2512,"train",14,"Food"
"FDI41",18.5,"Regular",0.06251053,"Frozen Foods",146.8418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2059.985,"train",4,"Food"
"FDK34",13.35,"Low Fat",0.0385194,"Snack Foods",236.8564,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5005.484,"train",9,"Food"
"NCX54",9.195,"Low Fat",0.04782714,"Household",105.3622,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3387.59,"train",28,"Non-Consumable"
"FDL14",8.115,"Regular",0.03220887,"Canned",154.9972,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3739.133,"train",14,"Food"
"FDA13",15.85,"Low Fat",0.07887495,"Canned",37.4506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",303.6048,"train",4,"Food"
"FDS11",7.05,"Regular",0.09727578,"Breads",223.9088,"OUT019",1985,"Small","Tier 1","Grocery Store",223.7088,"train",28,"Food"
"FDT43",16.35,"Low Fat",0.02066418,"Fruits and Vegetables",50.8324,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1298.31,"train",6,"Food"
"FDR07",21.35,"Low Fat",0.07806061,"Fruits and Vegetables",96.0094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",380.8376,"train",4,"Food"
"FDF41",12.15,"Low Fat",0.1317142,"Frozen Foods",245.846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4434.228,"train",4,"Food"
"DRM23",16.6,"Low Fat",0.1359442,"Hard Drinks",172.0422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2586.633,"train",14,"Drinks"
"FDO52",11.6,"Regular",0.07747893,"Frozen Foods",170.3106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4277.765,"train",4,"Food"
"FDD10",20.6,"Regular",0.04611402,"Snack Foods",178.2344,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1070.606,"train",11,"Food"
"FDN38",6.615,"Regular",0.1610308,"Canned",251.2408,"OUT019",1985,"Small","Tier 1","Grocery Store",1001.363,"train",28,"Food"
"FDE17",20.1,"Regular",0.05445549,"Frozen Foods",149.5366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2871.595,"train",16,"Food"
"FDZ03",13.65,"Regular",0.0756,"Dairy",186.024,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4287.752,"train",4,"Food"
"FDD03",13.3,"Low Fat",0.08025768,"Dairy",232.63,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1864.24,"train",6,"Food"
"NCW18",15.1,"Low Fat",0.05903754,"Household",237.7248,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2607.273,"train",28,"Non-Consumable"
"DRG36",14.15,"Low Fat",0.09491635,"Soft Drinks",172.3106,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4277.765,"train",28,"Drinks"
"FDT43",16.35,"Low Fat",0.03439306,"Fruits and Vegetables",50.8324,"OUT010",1998,"Small","Tier 3","Grocery Store",155.7972,"train",15,"Food"
"NCU17",5.32,"Low Fat",0.09326168,"Health and Hygiene",100.9674,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1222.409,"train",4,"Non-Consumable"
"FDH50",15,"Regular",0.1614354,"Canned",185.1266,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2766.399,"train",16,"Food"
"FDU57",8.27,"Regular",0.08947966,"Snack Foods",148.6708,"OUT013",1987,"High","Tier 3","Supermarket Type1",2106.591,"train",26,"Food"
"FDA56",9.21,"Low Fat",0.008722342,"Fruits and Vegetables",123.5414,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4508.132,"train",28,"Food"
"FDZ15",13.1,"Low Fat",0.0209888,"Dairy",117.7782,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1191.782,"train",6,"Food"
"FDY51",12.5,"Low Fat",0.08126097,"Meat",221.7798,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3085.317,"train",14,"Food"
"DRF03",19.1,"Low Fat",0.04530813,"Dairy",42.5138,"OUT046",1997,"Small","Tier 1","Supermarket Type1",649.8208,"train",16,"Drinks"
"NCV06",11.3,"Low Fat",0.06705851,"Household",194.0478,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3293.713,"train",6,"Non-Consumable"
"FDA21",13.65,"Low Fat",0.03593078,"Snack Foods",184.4924,"OUT013",1987,"High","Tier 3","Supermarket Type1",9069.528,"train",26,"Food"
"NCQ53",17.6,"Low Fat",0.01881378,"Health and Hygiene",235.259,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5672.616,"train",28,"Non-Consumable"
"NCO29",11.15,"Low Fat",0.03209999,"Health and Hygiene",164.1526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2960.147,"train",28,"Non-Consumable"
"FDT26",18.85,"Regular",0.06823032,"Dairy",121.044,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1557.972,"train",4,"Food"
"FDI21",5.59,"Regular",0.05659211,"Snack Foods",65.0168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",447.4176,"train",9,"Food"
"NCI55",18.6,"Low Fat",0.01264304,"Household",119.8414,"OUT013",1987,"High","Tier 3","Supermarket Type1",365.5242,"train",26,"Non-Consumable"
"FDZ04",9.31,"Low Fat",0.06352905,"Frozen Foods",63.751,"OUT010",1998,"Small","Tier 3","Grocery Store",126.502,"train",15,"Food"
"FDL27",6.17,"Low Fat",0.01063095,"Meat",65.9826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1162.487,"train",16,"Food"
"FDS45",5.175,"Regular",0.02949038,"Snack Foods",107.6622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2858.279,"train",9,"Food"
"NCG43",20.2,"Low Fat",0.1299837,"Household",93.0462,"OUT019",1985,"Small","Tier 1","Grocery Store",185.0924,"train",28,"Non-Consumable"
"FDU28",19.2,"Regular",0.09430093,"Frozen Foods",187.5214,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1695.793,"train",4,"Food"
"FDO20",12.85,"Regular",0.1520012,"Fruits and Vegetables",252.3382,"OUT013",1987,"High","Tier 3","Supermarket Type1",6056.117,"train",26,"Food"
"NCG55",16.25,"Low Fat",0.03911359,"Household",116.0176,"OUT013",1987,"High","Tier 3","Supermarket Type1",1488.729,"train",26,"Non-Consumable"
"NCM42",6.13,"Low Fat",0.02848169,"Household",110.4912,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1310.294,"train",6,"Non-Consumable"
"NCG07",12.3,"Low Fat",0.05271592,"Household",189.653,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",569.259,"train",4,"Non-Consumable"
"NCQ29",12,"Low Fat",0.1824935,"Health and Hygiene",258.8278,"OUT019",1985,"Small","Tier 1","Grocery Store",1041.311,"train",28,"Non-Consumable"
"NCV05",10.1,"Low Fat",0.05056285,"Health and Hygiene",153.3656,"OUT010",1998,"Small","Tier 3","Grocery Store",463.3968,"train",15,"Non-Consumable"
"NCO02",11.15,"Low Fat",0.07366703,"Others",66.2142,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",131.8284,"train",4,"Non-Consumable"
"FDH19",19.35,"Low Fat",0.03322326,"Meat",172.0738,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3301.702,"train",4,"Food"
"DRG13",17.25,"Low Fat",0.03739649,"Soft Drinks",165.6526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1808.979,"train",6,"Drinks"
